Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2015-0318-MKD,2015,0318,Natural,Hydrological,Flood,Flash flood,,,Affected,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,"Sipkotvitsa, Dzepciste district (Tetovo province); Mala Rechitsa, Golema Rechitsa, Poroj villages, Tetovo city (Tetovo district, Tetovo province)",Torrential rain,Storm,"Slide (land, mud, snow, rock)",,,,,5957,Km2,41.7575,21.19,,Pena river,2015,8,3,2015,8,5,7,30,5000,,5030,,,87000,92.70882199
2015-0375-DMA,2015,0375,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Erika,Affected,Dominica,DMA,Caribbean,Americas,"Petite Savanne, Pichelin villages (St. Patrick province), Good Hope, Petite Soufriere villages (St. David province), Bath Estate village (St. George province), Dubique village (St. Andrew province), Campbell village (St. Paul province), Coulibistrie village (St. Joseph province)",,Flood,"Slide (land, mud, snow, rock)",Yes,,Yes,,,Kph,,,,,2015,8,27,2015,8,27,30,20,28000,574,28594,,,482810,92.70882199
2015-0126-IND,2015,0126,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Kill,India,IND,Southern Asia,Asia,"Gujarat, Punjab, Himachal Pradresh, Haryana, Maharashtra, Bihar, Uttar Pradesh, Madhya Pradesh, Rajasthan, Jammu and Kashmir, Uttarakhand, West Bengal provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2015,3,6,2015,3,18,27,,,,,,106000,906000,92.70882199
2015-0261-JPN,2015,0261,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Nangka,Waiting,Japan,JPN,Eastern Asia,Asia,"Aiti, Akita, Aomori, Gifu, Gunma, Hirosima, Hukui, Hukusima, Hyoogo, Ibaraki, Iwate, Kanagawa, Kyooto, Mie, Miyagi, Nagano, Nara, Niigata, Okayama, Okinawa, Oosaka, Saitama, Siga, Simane, Sizuoka, Tiba, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi, Ehime, Kagawa, Kooti, Tokusima provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,185,Kph,,,,,2015,7,16,2015,7,17,2,56,789,,845,,127000,207000,92.70882199
2015-0016-MDG,2015,0016,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Chedza',Kill,Madagascar,MDG,Eastern Africa,Africa,"Ambatondrazaka district (Alaotra Mangoro province), Ambatofinandrahana district (Amoron I Mania province), Ambohidratrimo, Andramasina, Ankazobe, Antananarivo Avaradrano, Antananarivo Atsimondrano, Antananarivo I, Antananarivo II, Antananarivo III, Antananarivo IV, Antananarivo V; Antananarivo VI districts (Analamanga province), Maevatanana district (Betsiboka province), Ambato Boeni, Mahajanga II districts (Boeny province), Tsiroanomandidy district (Bongolava province), Ambanja district (Diana province), Ambalavao, Ambohimahasoa, Fianarantsoa I, Vohibato, Lalangina districts (Haute Matsiatra province), Soavinandriana district (Itasy province), Besalampy district (Melaky province), Belo Sur Tsiribihina, Mahabo, Miandrivazo, Morondava districts (Menabe province), Mampikony district (Sofia province) Farafangana, Vangaindrano, Vondrozo districts (Atsimo Atsinanana province), Antanifotsy distrcit (Vakinankaratra province), Ikongo, Manakara Atsimo, Mananjary, Nosy-Varika, Vohipeno districts (Vatovavy Fitovianny)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2015,1,16,2015,1,17,89,37,,173970,174007,,,36000,92.70882199
2015-0121-MEX,2015,0121,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,Mexico,MEX,Central America,Americas,"Acuna district (Coahuila province), Veracruz, Oaxaca provinces",,Flood,Hail,,,,,,Kph,,,,,2015,3,26,2015,3,28,14,229,1242,,1471,,,2000,92.70882199
2015-0214-CHN,2015,0214,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,China,CHN,Eastern Asia,Asia,"Yunnan Sheng, Sichuan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Guangdong Sheng, Jiangxi Sheng, Anhui Sheng, Hubei Sheng, Shandong Sheng provinces",,Lightening,Hail,,,,,,Kph,,,,,2015,5,7,2015,5,12,7,,76200,3600,79800,,,461000,92.70882199
2015-0251-CHN,2015,0251,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,China,CHN,Eastern Asia,Asia,"Gansu Sheng, Heilongjiang Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Qinghai Sheng, Shaanxi Sheng provinces",,Lightening,Hail,,,,,,Kph,,,,,2015,6,21,2015,6,23,,,300,,300,,,145000,92.70882199
2015-0011-MWI,2015,0011,Natural,Hydrological,Flood,Riverine flood,,,Kill,Malawi,MWI,Eastern Africa,Africa,"Nsanje, Chikwawa, Phalombe, Blantyre, Zomba, Thyolo, Mulanje, Chiradzulu, Machinga, Mangochi, Balaka districts (Southern Region province), Ntcheu, Salima, Lilongwe districts (Central Region province), Karonga, Rumphi districts (Northern Region province)",Torrential rains,Crop failure,Epidemic,Yes,Yes,Yes,,485939,Km2,-18.795,35.36,,,2015,1,1,2015,1,21,278,645,638000,,638645,,,390000,92.70882199
2015-0338-CHL,2015,0338,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,Chile,CHL,South America,Americas,"Valparaiso, Antofagasta, Libertador Gral. Bernardo O'higgins, Coquimbo provinces",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,,2015,8,8,2015,8,9,6,4,934,,938,,,,92.70882199
2015-0226-NPL,2015,0226,Natural,Hydrological,Landslide,Landslide,,,Kill,Nepal,NPL,Southern Asia,Asia,"Taplejung area (Mechi district, Eastern province)",Torrential rain,"Slide (land, mud, snow, rock)",Flood,,,,,,,,,,,2015,6,6,2015,6,11,36,18,,,18,,,,92.70882199
2015-0145-PAK,2015,0145,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Peshawar district, North-West Frontier province",Torrential rains,Collapse,Flood,,,,,21148,Km2,33.5131,71.89,,,2015,4,26,2015,4,28,49,267,4800,,5067,,,1000,92.70882199
2015-0163-CHN,2015,0163,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,China,CHN,Eastern Asia,Asia,"Guizhou Sheng, Shanxi Sheng, Shaanxi Sheng, Gansu Sheng provinces",,Hail,Flood,,,,,,Kph,,,,,2015,4,19,2015,4,21,2,,10000,,10000,,,250000,92.70882199
2015-0605-EGY,2015,0605,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Waiting,Egypt,EGY,Northern Africa,Africa,Alexandria province,,Hail,Flood,,,,,,Kph,,,,,2015,10,24,2015,10,25,6,,,,,,,100000,92.70882199
2015-0081-ITA,2015,0081,Natural,Meteorological,Storm,Convective storm,Severe storm,,SigDam,Italy,ITA,Southern Europe,Europe,"Milano district (Lombardia province), Toscane, Liguria, Abruzzi, Umbria, Marche, Puglia, Campania, Emilia-Romagna provinces",,Snow/ice,Flood,,,,,200,Kph,,,,,2015,3,2,2015,3,9,3,,,,,,276000,869000,92.70882199
2015-9411-IDN,2015,9411,Natural,Climatological,Drought,Drought,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Lani Jaya (Jayawijaya district, Papua province), Puncakjaya district (Papua province)",,Cold wave,Food shortage,,,,,,Km2,,,,,2015,7,,2015,7,,11,,,,,,,,92.70882199
2015-0529-MNG,2015,0529,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,Affected,Mongolia,MNG,Eastern Asia,Asia,"Arxangai, Bayan-O'lgii, Bulgan, Xo'vsgol, Selenge, To'v, Uvs, Zavxan provinces",,Cold wave,Snow/ice,,,Yes,,,°C,,,,,2015,11,,2016,1,,,,965000,,965000,,,,92.70882199
2015-0131-CHN,2015,0131,Natural,Meteorological,Storm,Convective storm,Severe storm,,Kill,China,CHN,Eastern Asia,Asia,"Guizhou Sheng, Henan Sheng, Shanxi Sheng, Jiangxi Sheng, Chongqing Shi, Sichuan Sheng, Shaanxi Sheng provinces",,Flood,Lightening,,,,,,Kph,,,,,2015,3,24,2015,3,25,34,148,5000,,5148,,,225000,92.70882199
2015-0106-CHL,2015,0106,Natural,Hydrological,Flood,Flash flood,,,Kill,Chile,CHL,South America,Americas,"Atacama, Antofagasta, Coquimbo provinces",,"Slide (land, mud, snow, rock)",,,,Yes,,154773,Km2,-22.3617,-68.89,,Copiapo river,2015,3,25,2015,4,8,178,,164140,29741,193881,,500000,1500000,92.70882199
2015-0185-CHN,2015,0185,Natural,Hydrological,Flood,Riverine flood,,,Kill,China,CHN,Eastern Asia,Asia,"Hukengzhen village (Anfu area, Ji'an district, Jiangxi Sheng province), Leishan Xian area (Qiandongnan Miao and Dong district, Guizhou Sheng province), Ganzhou Shi area (Ganzhou district, Jiangxi Sheng province), Guiyang district (Guizhou Sheng province), Fujian Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Guangdong Sheng, Jiangsu Sheng, Sichuan Sheng, Yunnan Sheng, Hubei Sheng, Anhui Sheng, Chongqing Shi, Zhejiang Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,27.0326,114.98,,,2015,5,13,2015,6,1,58,,82000,,82000,,,800000,92.70882199
2015-0397-CHN,2015,0397,Natural,Hydrological,Flood,,,,Kill,China,CHN,Eastern Asia,Asia,"Sichuan Sheng, Chongqing Shi, Guizhou Sheng, Yunnan Sheng provinces",Heavy monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,8,16,2015,8,19,41,,77440,,77440,,,220000,92.70882199
2015-0231-CIV,2015,0231,Natural,Hydrological,Flood,Riverine flood,,,Kill,Côte d’Ivoire,CIV,Western Africa,Africa,"Attecoube, Adjame areas (Abidjan district, District autonome de Abidjan province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,6,7,2015,6,21,16,,,,,,,,92.70882199
2015-0086-COL,2015,0086,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Colombia,COL,South America,Americas,"Santafe de Bogota D.c. district (Cundinamarca province), Cali district (Valle del Cauca province); Bucaramanga, Betulia districts (Santander Province)",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,6.7757,-72.9875,,,2015,3,10,2015,3,10,,1,40835,400,41236,,,,92.70882199
2015-0237-CRI,2015,0237,Natural,Hydrological,Flood,Riverine flood,,,Affected,Costa Rica,CRI,Central America,Americas,"Sarapiqui district (Heredia province); San Carlos district (Alajuela province); Turrialba district (Cartago province); Pococi, Talamanca districts (Limon province)",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,16754,Km2,10.1743,-83.83,,,2015,6,27,2015,7,9,,,9666,,9666,,,,92.70882199
2015-0114-ECU,2015,0114,Natural,Hydrological,Flood,Riverine flood,,,Kill,Ecuador,ECU,South America,Americas,"Santo Domingo district (Santo Domino de los Tsachilas province), Santa Rosa district (El Oro province), Chillanes district (Bolivar province), Pichincha, Los Rios, Esmeraldas, Napo provinces",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,3,23,2015,3,23,12,,1185,,1185,,,,92.70882199
2015-0227-GEO,2015,0227,Natural,Hydrological,Flood,Flash flood,,,Kill,Georgia,GEO,Western Asia,Asia,"Vake and Saburtalo boroughs (Tbilissi district, Tbilisi province)",Landslide blocked river,"Slide (land, mud, snow, rock)",,,,,,13023,Km2,42.0683,44.54,,"Vere, Mtkvari rivers",2015,6,7,2015,6,15,40,,10320,,10320,,,23000,92.70882199
2015-0107-IND,2015,0107,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Chadoora village (72811 district, Jammu and Kashmir province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,70288,Km2,33.1767,76.41,,Jhelum river,2015,3,20,2015,3,31,44,25,,2097,2122,,,76000,92.70882199
2015-0253-IND,2015,0253,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Mirik, Kalimpong, Darjeeling villages (Darjiling district, West Bengal province),",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,6,23,2015,6,30,40,,,1000,1000,,,,92.70882199
2015-0317-IND,2015,0317,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Kachchh, Patan, Banas Kantha districts (Gujarat province), Malda, Jalpaiguri districts (West Bengal province), Jorhat, Dhemaji, Lakhimpur, Dhuburi, Darrang, Goalpara, Karbi Anglong, Marigaon districts (Assam province), Manipur, Orissa, Rajasthan, Madhya Pradesh provinces","Monsoon rains, exacerbated by tail end of Cyclone Komen","Slide (land, mud, snow, rock)",,,,,,629962,Km2,26.2074,82.62,,,2015,7,15,2015,8,19,293,,13709887,,13709887,,,,92.70882199
2015-0333-IND,2015,0333,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Rajasthan, Uttar Pradesh, Jammu and Kashmir, Arunachal Pradesh, Uttarakhand, Punjab, Haryana, Himachal Pradesh provinces",Torrential monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,7,7,2015,7,13,25,,,,,,,,92.70882199
2015-0413-IND,2015,0413,Natural,Hydrological,Flood,,,,Affected,India,IND,Southern Asia,Asia,"Sonitpur, Lakhimpur, Kokrajhar, Dhemaji districts (Assam province), Arunachal Pradesh province",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,7,14,2015,7,16,,,85250,,85250,,,,92.70882199
2015-0465-ITA,2015,0465,Natural,Hydrological,Flood,Flash flood,,,Affected,Italy,ITA,Southern Europe,Europe,"L'Aquila district (Abruzzi province), Tivoli city (Roma district, Lazio province), Frosinone district (Lazio province); Benevento (Campania region); Palermo, Messina, Trapani districts (Sicilia province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,10,14,2015,10,16,4,,50,,50,,,163000,92.70882199
2015-0418-JPN,2015,0418,Natural,Hydrological,Flood,Riverine flood,,,Affected,Japan,JPN,Eastern Asia,Asia,"Joso city (Mitukaidoosi district, Ibaraki province), Miyagi, Totigi provinces","Heavy rains, tropical storm Etau","Slide (land, mud, snow, rock)",,,,,,,Km2,,,,"Kinugawa, Yoshida",2015,9,9,2015,9,11,21,46,45000,,45046,,650000,1400000,92.70882199
2015-0460-LAO,2015,0460,Natural,Hydrological,Flood,,,,Affected,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,Nan district (Louangphabang province),,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,9,7,2015,9,11,4,,95,45,140,,,,92.70882199
2015-0547-LKA,2015,0547,Natural,Hydrological,Flood,,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,Southern province,,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,9,15,2015,10,5,8,9,7300,,7309,,,,92.70882199
2015-0253-MMR,2015,0253,Natural,Hydrological,Flood,Riverine flood,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Buthidaung, Thandwe districts (Rakhine province), Taninthayi, Kayin, Ayeyawaddy, Bago (E), Bago (W) provinces",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,6,23,2015,6,30,7,,14000,,14000,,,,92.70882199
2015-0308-MMR,2015,0308,Natural,Hydrological,Flood,Riverine flood,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Mandalay, Rakhine, Chin, Sagaing, Kachin, Kayin, Shan (E), Magway, Mon, Ayeyarwady, Bago (West) provinces","Heavy rains, severe monsoon floods exacerbated by tail and of cyclone Komen","Slide (land, mud, snow, rock)",,Yes,Yes,,,26424,Km2,20.175,95.53,,Irrawaddy,2015,7,15,2015,8,19,149,,1621703,,1621703,,,119000,92.70882199
2015-0216-MYS,2015,0216,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Malaysia,MYS,South-Eastern Asia,Asia,Ranau district (Sabah province),,"Slide (land, mud, snow, rock)",,,,,,6,Richter,5.987,116.541,,,2015,6,5,2015,6,5,24,10,,,10,,,2,92.70882199
2015-0021-MYS,2015,0021,Natural,Hydrological,Flood,Riverine flood,,,Affected,Malaysia,MYS,South-Eastern Asia,Asia,Sarawak province,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,1,14,2015,1,20,1,,3000,,3000,,,,92.70882199
2015-0144-NPL,2015,0144,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Nepal,NPL,Southern Asia,Asia,"Gorkha area (Gandaki district, Western province), Dolakha, Ramechhap areas (Janakpur district, Central province), Bagmati district (Central province)",,"Slide (land, mud, snow, rock)",,Yes,,,,8,Richter,28.2305,84.7314,11:56,,2015,4,25,2015,4,25,8831,17932,5621790,,5639722,,100000,5174000,92.70882199
2015-0175-NPL,2015,0175,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Nepal,NPL,Southern Asia,Asia,"Kathmandu, Sindhupalchok areas (Bagmati district, Central province), Dolakha area (Janakpur district, Central province)",,"Slide (land, mud, snow, rock)",,,,,,7,Richter,27.8087,86.0655,12:50,19km SE of Kodari,2015,5,12,2015,5,12,138,2428,,,2428,,,,92.70882199
2015-0435-CHL,2015,0435,Natural,Geophysical,Earthquake,Tsunami,,,Kill,Chile,CHL,South America,Americas,"Araucania, Atacama, Biobio, Coquimbo, Libertador Gral. Bernardo O’Higgins, Maule, Metropolitana, Valparaiso provinces",,Tsunami/Tidal wave,,,,Yes,,8,Richter,-31.5729,-71.6744,19:54,,2015,9,16,2015,9,16,19,15,681484,,681499,,350000,800000,92.70882199
2015-0129-IDN,2015,0129,Natural,Hydrological,Flood,Riverine flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,Indramayu district (Java Barat province),,Broken Dam/Burst bank,,,,,,7002,Km2,-6.55868,108.4,,Cimanuk river,2015,3,15,2015,3,23,,,8000,,8000,,,,92.70882199
2015-0162-CHN,2015,0162,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,China,CHN,Eastern Asia,Asia,"Yunnan Sheng, Sichuan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu provinces",,Hail,,,,,,,Kph,,,,,2015,4,6,2015,4,9,1,,25000,,25000,,,130000,92.70882199
2015-0164-IND,2015,0164,Natural,Meteorological,Storm,Convective storm,Severe storm,,Kill,India,IND,Southern Asia,Asia,"Purnia, Madhepura, Madhubani, Supaul, Sitamarhi districts (Bihar province)",,Hail,,,,,,150,Kph,,,,,2015,4,21,2015,4,21,100,100,125000,,125100,,,160000,92.70882199
2015-0285-BRA,2015,0285,Natural,Hydrological,Flood,,,,Affected,Brazil,BRA,South America,Americas,"Parana, Santa Catarina provinces, Rio Grande do Sul province",,Storm,,,,Yes,,115,Km2,-25.5689,-50.75,,Uruguay river,2015,7,10,2015,7,21,3,,283140,,283140,,,,92.70882199
2015-0168-CUB,2015,0168,Natural,Hydrological,Flood,Flash flood,,,Affected,Cuba,CUB,Caribbean,Americas,Havana,Torrential rains,Storm,,,,,,,Km2,,,,,2015,4,30,2015,4,30,3,,10089,,10089,,,,92.70882199
2015-0132-CHN,2015,0132,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affected,China,CHN,Eastern Asia,Asia,"Xinjiang Uygur Zizhiqu, Xizang Zizhiqu provinces",,Cold wave,,,,,,,Kph,,,,,2015,3,29,2015,3,31,,,5000,,5000,,,108000,92.70882199
2015-9372-COL,2015,9372,Natural,Climatological,Drought,Drought,,,SigDis,Colombia,COL,South America,Americas,"Caldas, Tolima, Quindio, Huila, Boyaca, Valle Del Cauca, Santander, Narino, Caqueta, Risaralda, Guajira, Atlantico, Magdalena, Bolivar, Arauca, Casanare provinces",El Nino,Wildfire,,,,,,,Km2,,,,,2015,10,,2016,2,,,,,,,,,,92.70882199
2015-0352-CAF,2015,0352,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,Central African Republic,CAF,Middle Africa,Africa,Berbérati district (Mambéré-Kadéï province),,Flood,,,,,,,Kph,,,,,2015,4,24,2015,4,24,1,7,1109,,1116,,,,92.70882199
2015-0105-CHN,2015,0105,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon' Maysak',Waiting,China,CHN,Eastern Asia,Asia,"Hunan Sheng, Jiangxi Sheng provinces",,Flood,,,,,,,Kph,,,,,2015,4,4,2015,4,15,6,,12000,,12000,,,209000,92.70882199
2015-0252-CHN,2015,0252,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Kujira,Affected,China,CHN,Eastern Asia,Asia,Hainan Sheng province,,Flood,,,,,,,Kph,,,,,2015,6,22,2015,6,22,,,193000,,193000,,,11000,92.70882199
2015-0339-CHN,2015,0339,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Soudelor' (Hanna),Kill,China,CHN,Eastern Asia,Asia,"Zheijiang Sheng, Fujian Sheng, Jiangxi Sheng, Anhui Sheng provinces",,Flood,,,,,,230,Kph,,,,,2015,8,9,2015,8,9,18,,1580000,,1580000,,,1282690,92.70882199
2015-0171-COL,2015,0171,Natural,Hydrological,Landslide,Landslide,,,Kill,Colombia,COL,South America,Americas,"Salgar city (Antioquia), Amazonas province",Heavy rains,Flood,,,,,,,,5.70693,-74.5,,Liboriana river,2015,5,17,2015,5,18,93,48,,300,348,,,,92.70882199
2015-0606-EGY,2015,0606,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Kill,Egypt,EGY,Northern Africa,Africa,"Behera, Kafr El-Shikh, North Sinai, Matrouh, Menoufia, Alexandria provinces",,Flood,,,,,,,Kph,,,,,2015,11,3,2015,11,4,25,35,100,,135,,,,92.70882199
2015-0525-GBR,2015,0525,Natural,Meteorological,Storm,Convective storm,,Storm Desmond (Ted),Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,"Lancashire, Cumbria district (England province); Kendal, Keswick, Appleby cities (Cumbria district) Hexham (Northumberland district) (England province)",,Flood,,,,,,,Kph,,,,,2015,12,4,2015,12,6,3,,15600,,15600,,884000,1200000,92.70882199
2015-0375-HTI,2015,0375,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Erika,Affected,Haiti,HTI,Caribbean,Americas,"Ganthier village (Croix-Des-Bouquets district, Sud province), Port-au-Prince district (Ouest province), Gonaïves district (Artibonite province)",,Flood,,,,,,,Kph,,,,,2015,8,29,2015,8,30,5,3,,1966,1969,,,,92.70882199
2015-0525-IRL,2015,0525,Natural,Meteorological,Storm,Convective storm,,Storm Desmond (Ted),Affected,Ireland,IRL,Northern Europe,Europe,Monaghan province,,Flood,,,,,,,Kph,,,,,2015,12,6,2015,12,6,1,,,,,,,,92.70882199
2015-0244-JPN,2015,0244,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Chan-Home,Affected,Japan,JPN,Eastern Asia,Asia,Okinawa province,,Flood,,,,,,250,Kph,,,,,2015,7,9,2015,7,11,1,27,,,27,,,,92.70882199
2015-0456-JPN,2015,0456,Natural,Meteorological,Storm,Tropical cyclone,,Tropical Storm Etau,Affected,Japan,JPN,Eastern Asia,Asia,"Ibaraki, Totigi, Miyagi provinces",,Flood,,,,,,,Kph,,,,,2015,9,8,2015,9,10,8,46,60000,,60046,,250000,,92.70882199
2015-0093-KIR,2015,0093,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Pam',Affected,Kiribati,KIR,Micronesia,Oceania,"Tarawa, Arorae, Tamana, Onotoa areas (Kiribati province)",,Flood,,Yes,,,,,Kph,,,,,2015,3,12,2015,3,13,,,1500,,1500,,,,92.70882199
2015-0470-MEX,2015,0470,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Patricia,Waiting,Mexico,MEX,Central America,Americas,"Manzanillo district (Colima province), Coahuila, Nuevo leon, Tamaulipas provinces",,Flood,,,,,,270,Kph,283.812,-101.77,,,2015,10,22,2015,10,28,14,,15000,,15000,,343000,823000,92.70882199
